State,Month,Year,Month Number,Month Name,Monthly Sales
New Hampshire,2015-05-01,2015,5,May,211.66000000000003
New Hampshire,2015-06-01,2015,6,June,0.0
New Hampshire,2015-07-01,2015,7,July,0.0
New Hampshire,2015-08-01,2015,8,August,0.0
New Hampshire,2015-09-01,2015,9,September,0.0
New Hampshire,2015-10-01,2015,10,October,292.82
New Hampshire,2015-11-01,2015,11,November,0.0
New Hampshire,2015-12-01,2015,12,December,0.0
New Hampshire,2016-01-01,2016,1,January,0.0
New Hampshire,2016-02-01,2016,2,February,35.88
New Hampshire,2016-03-01,2016,3,March,688.46
New Hampshire,2016-04-01,2016,4,April,0.0
New Hampshire,2016-05-01,2016,5,May,0.0
New Hampshire,2016-06-01,2016,6,June,0.0
New Hampshire,2016-07-01,2016,7,July,0.0
New Hampshire,2016-08-01,2016,8,August,0.0
New Hampshire,2016-09-01,2016,9,September,68.62
New Hampshire,2016-10-01,2016,10,October,34.44
New Hampshire,2016-11-01,2016,11,November,0.0
New Hampshire,2016-12-01,2016,12,December,3517.634
New Hampshire,2017-01-01,2017,1,January,724.55
New Hampshire,2017-02-01,2017,2,February,0.0
New Hampshire,2017-03-01,2017,3,March,159.98
New Hampshire,2017-04-01,2017,4,April,0.0
New Hampshire,2017-05-01,2017,5,May,0.0
New Hampshire,2017-06-01,2017,6,June,0.0
New Hampshire,2017-07-01,2017,7,July,0.0
New Hampshire,2017-08-01,2017,8,August,27.93
New Hampshire,2017-09-01,2017,9,September,0.0
New Hampshire,2017-10-01,2017,10,October,0.0
New Hampshire,2017-11-01,2017,11,November,0.0
New Hampshire,2017-12-01,2017,12,December,21.12
New Hampshire,2018-01-01,2018,1,January,0.0
New Hampshire,2018-02-01,2018,2,February,0.0
New Hampshire,2018-03-01,2018,3,March,0.0
New Hampshire,2018-04-01,2018,4,April,0.0
New Hampshire,2018-05-01,2018,5,May,247.44
New Hampshire,2018-06-01,2018,6,June,0.0
New Hampshire,2018-07-01,2018,7,July,102.3
New Hampshire,2018-08-01,2018,8,August,1077.47
New Hampshire,2018-09-01,2018,9,September,82.22
New Jersey,2015-02-01,2015,2,February,115.36
New Jersey,2015-03-01,2015,3,March,0.0
New Jersey,2015-04-01,2015,4,April,0.0
New Jersey,2015-05-01,2015,5,May,0.0
New Jersey,2015-06-01,2015,6,June,1661.3700000000001
New Jersey,2015-07-01,2015,7,July,1448.18
New Jersey,2015-08-01,2015,8,August,196.21
New Jersey,2015-09-01,2015,9,September,424.36
New Jersey,2015-10-01,2015,10,October,264.92
New Jersey,2015-11-01,2015,11,November,81.88000000000001
New Jersey,2015-12-01,2015,12,December,0.0
New Jersey,2016-01-01,2016,1,January,0.0
New Jersey,2016-02-01,2016,2,February,286.79
New Jersey,2016-03-01,2016,3,March,0.0
New Jersey,2016-04-01,2016,4,April,0.0
New Jersey,2016-05-01,2016,5,May,345.26
New Jersey,2016-06-01,2016,6,June,0.0
New Jersey,2016-07-01,2016,7,July,11.12
New Jersey,2016-08-01,2016,8,August,0.0
New Jersey,2016-09-01,2016,9,September,582.89
New Jersey,2016-10-01,2016,10,October,235.97
New Jersey,2016-11-01,2016,11,November,2643.06
New Jersey,2016-12-01,2016,12,December,0.0
New Jersey,2017-01-01,2017,1,January,370.1
New Jersey,2017-02-01,2017,2,February,227.96
New Jersey,2017-03-01,2017,3,March,244.006
New Jersey,2017-04-01,2017,4,April,9173.130000000001
New Jersey,2017-05-01,2017,5,May,1562.086
New Jersey,2017-06-01,2017,6,June,475.86
New Jersey,2017-07-01,2017,7,July,815.12
New Jersey,2017-08-01,2017,8,August,0.0
New Jersey,2017-09-01,2017,9,September,53.370000000000005
New Jersey,2017-10-01,2017,10,October,1753.0400000000002
New Jersey,2017-11-01,2017,11,November,929.8399999999999
New Jersey,2017-12-01,2017,12,December,2033.41
New Jersey,2018-01-01,2018,1,January,0.0
New Jersey,2018-02-01,2018,2,February,178.20999999999998
New Jersey,2018-03-01,2018,3,March,0.0
New Jersey,2018-04-01,2018,4,April,2727.64
New Jersey,2018-05-01,2018,5,May,283.34000000000003
New Jersey,2018-06-01,2018,6,June,249.79
New Jersey,2018-07-01,2018,7,July,6.48
New Jersey,2018-08-01,2018,8,August,97.84
New Jersey,2018-09-01,2018,9,September,1623.26
New Jersey,2018-10-01,2018,10,October,2408.46
New Jersey,2018-11-01,2018,11,November,46.26
New Jersey,2018-12-01,2018,12,December,1054.4
New Mexico,2015-03-01,2015,3,March,302.376
New Mexico,2015-04-01,2015,4,April,0.0
New Mexico,2015-05-01,2015,5,May,0.0
New Mexico,2015-06-01,2015,6,June,0.0
New Mexico,2015-07-01,2015,7,July,0.0
New Mexico,2015-08-01,2015,8,August,92.52
New Mexico,2015-09-01,2015,9,September,0.0
New Mexico,2015-10-01,2015,10,October,255.85
New Mexico,2015-11-01,2015,11,November,0.0
New Mexico,2015-12-01,2015,12,December,57.266
New Mexico,2016-01-01,2016,1,January,0.0
New Mexico,2016-02-01,2016,2,February,49.12
New Mexico,2016-03-01,2016,3,March,0.0
New Mexico,2016-04-01,2016,4,April,12.88
New Mexico,2016-05-01,2016,5,May,0.0
New Mexico,2016-06-01,2016,6,June,0.0
New Mexico,2016-07-01,2016,7,July,0.0
New Mexico,2016-08-01,2016,8,August,0.0
New Mexico,2016-09-01,2016,9,September,8.4
New Mexico,2016-10-01,2016,10,October,0.0
New Mexico,2016-11-01,2016,11,November,1122.472
New Mexico,2016-12-01,2016,12,December,0.0
New Mexico,2017-01-01,2017,1,January,0.0
New Mexico,2017-02-01,2017,2,February,0.0
New Mexico,2017-03-01,2017,3,March,0.0
New Mexico,2017-04-01,2017,4,April,0.0
New Mexico,2017-05-01,2017,5,May,0.0
New Mexico,2017-06-01,2017,6,June,0.0
New Mexico,2017-07-01,2017,7,July,0.0
New Mexico,2017-08-01,2017,8,August,0.0
New Mexico,2017-09-01,2017,9,September,0.0
New Mexico,2017-10-01,2017,10,October,0.0
New Mexico,2017-11-01,2017,11,November,39.176
New Mexico,2017-12-01,2017,12,December,24.904
New Mexico,2018-01-01,2018,1,January,0.0
New Mexico,2018-02-01,2018,2,February,0.0
New Mexico,2018-03-01,2018,3,March,780.086
New Mexico,2018-04-01,2018,4,April,0.0
New Mexico,2018-05-01,2018,5,May,0.0
New Mexico,2018-06-01,2018,6,June,228.28
New Mexico,2018-07-01,2018,7,July,545.85
New Mexico,2018-08-01,2018,8,August,0.0
New Mexico,2018-09-01,2018,9,September,138.6
New Mexico,2018-10-01,2018,10,October,674.872
New Mexico,2018-11-01,2018,11,November,201.36
New Mexico,2018-12-01,2018,12,December,249.51
New York,2015-01-01,2015,1,January,3.928
New York,2015-02-01,2015,2,February,64.96
New York,2015-03-01,2015,3,March,4936.218
New York,2015-04-01,2015,4,April,490.672
New York,2015-05-01,2015,5,May,1168.624
New York,2015-06-01,2015,6,June,5743.314
New York,2015-07-01,2015,7,July,1054.818
New York,2015-08-01,2015,8,August,988.682
New York,2015-09-01,2015,9,September,16816.423
New York,2015-10-01,2015,10,October,721.0819999999999
New York,2015-11-01,2015,11,November,20499.328
New York,2015-12-01,2015,12,December,11858.018
New York,2016-01-01,2016,1,January,1108.272
New York,2016-02-01,2016,2,February,781.072
New York,2016-03-01,2016,3,March,1188.607
New York,2016-04-01,2016,4,April,1502.592
New York,2016-05-01,2016,5,May,4716.314
New York,2016-06-01,2016,6,June,6133.124000000001
New York,2016-07-01,2016,7,July,7198.792
New York,2016-08-01,2016,8,August,4081.6200000000003
New York,2016-09-01,2016,9,September,16597.588
New York,2016-10-01,2016,10,October,4534.558
New York,2016-11-01,2016,11,November,19625.778000000002
New York,2016-12-01,2016,12,December,9948.038
New York,2017-01-01,2017,1,January,1065.9940000000001
New York,2017-02-01,2017,2,February,2011.888
New York,2017-03-01,2017,3,March,7909.336000000001
New York,2017-04-01,2017,4,April,5107.188
New York,2017-05-01,2017,5,May,6653.224
New York,2017-06-01,2017,6,June,6057.88
New York,2017-07-01,2017,7,July,2513.984
New York,2017-08-01,2017,8,August,4442.332
New York,2017-09-01,2017,9,September,10702.824
New York,2017-10-01,2017,10,October,4461.106
New York,2017-11-01,2017,11,November,6690.280000000001
New York,2017-12-01,2017,12,December,13210.521999999999
New York,2018-01-01,2018,1,January,800.916
New York,2018-02-01,2018,2,February,623.734
New York,2018-03-01,2018,3,March,3915.022
New York,2018-04-01,2018,4,April,1843.998
New York,2018-05-01,2018,5,May,2923.3179999999998
New York,2018-06-01,2018,6,June,10262.72
New York,2018-07-01,2018,7,July,2384.2999999999997
New York,2018-08-01,2018,8,August,6669.652
New York,2018-09-01,2018,9,September,14737.803
New York,2018-10-01,2018,10,October,24715.084000000003
New York,2018-11-01,2018,11,November,18190.242
New York,2018-12-01,2018,12,December,6705.378000000001
North Carolina,2015-03-01,2015,3,March,566.7570000000001
North Carolina,2015-04-01,2015,4,April,341.448
North Carolina,2015-05-01,2015,5,May,0.0
North Carolina,2015-06-01,2015,6,June,333.808
North Carolina,2015-07-01,2015,7,July,0.0
North Carolina,2015-08-01,2015,8,August,202.89600000000002
North Carolina,2015-09-01,2015,9,September,4362.943
North Carolina,2015-10-01,2015,10,October,202.32
North Carolina,2015-11-01,2015,11,November,2514.601
North Carolina,2015-12-01,2015,12,December,95.968
North Carolina,2016-01-01,2016,1,January,4297.644
North Carolina,2016-02-01,2016,2,February,0.0
North Carolina,2016-03-01,2016,3,March,1280.027
North Carolina,2016-04-01,2016,4,April,47.952
North Carolina,2016-05-01,2016,5,May,531.9839999999999
North Carolina,2016-06-01,2016,6,June,0.0
North Carolina,2016-07-01,2016,7,July,275.23400000000004
North Carolina,2016-08-01,2016,8,August,110.83200000000001
North Carolina,2016-09-01,2016,9,September,354.812
North Carolina,2016-10-01,2016,10,October,7.38
North Carolina,2016-11-01,2016,11,November,1069.439
North Carolina,2016-12-01,2016,12,December,582.994
North Carolina,2017-01-01,2017,1,January,2082.812
North Carolina,2017-02-01,2017,2,February,1127.976
North Carolina,2017-03-01,2017,3,March,187.61599999999999
North Carolina,2017-04-01,2017,4,April,1178.524
North Carolina,2017-05-01,2017,5,May,1554.298
North Carolina,2017-06-01,2017,6,June,0.0
North Carolina,2017-07-01,2017,7,July,1102.34
North Carolina,2017-08-01,2017,8,August,929.1999999999999
North Carolina,2017-09-01,2017,9,September,2168.749
North Carolina,2017-10-01,2017,10,October,735.287
North Carolina,2017-11-01,2017,11,November,1843.7559999999999
North Carolina,2017-12-01,2017,12,December,2056.738
North Carolina,2018-01-01,2018,1,January,1153.87
North Carolina,2018-02-01,2018,2,February,428.70399999999995
North Carolina,2018-03-01,2018,3,March,61.876
North Carolina,2018-04-01,2018,4,April,264.64799999999997
North Carolina,2018-05-01,2018,5,May,1129.3129999999999
North Carolina,2018-06-01,2018,6,June,923.9799999999999
North Carolina,2018-07-01,2018,7,July,94.768
North Carolina,2018-08-01,2018,8,August,809.616
North Carolina,2018-09-01,2018,9,September,1033.056
North Carolina,2018-10-01,2018,10,October,2982.606
North Carolina,2018-11-01,2018,11,November,13993.298
North Carolina,2018-12-01,2018,12,December,143.894
Ohio,2015-01-01,2015,1,January,40.846000000000004
Ohio,2015-02-01,2015,2,February,19.456
Ohio,2015-03-01,2015,3,March,394.48199999999997
Ohio,2015-04-01,2015,4,April,976.254
Ohio,2015-05-01,2015,5,May,971.1
Ohio,2015-06-01,2015,6,June,48.983999999999995
Ohio,2015-07-01,2015,7,July,53.344
Ohio,2015-08-01,2015,8,August,330.094
Ohio,2015-09-01,2015,9,September,1299.194
Ohio,2015-10-01,2015,10,October,2663.404
Ohio,2015-11-01,2015,11,November,3832.03
Ohio,2015-12-01,2015,12,December,3075.068
Ohio,2016-01-01,2016,1,January,2868.344
Ohio,2016-02-01,2016,2,February,535.53
Ohio,2016-03-01,2016,3,March,0.0
Ohio,2016-04-01,2016,4,April,1262.174
Ohio,2016-05-01,2016,5,May,375.01800000000003
Ohio,2016-06-01,2016,6,June,544.972
Ohio,2016-07-01,2016,7,July,0.0
Ohio,2016-08-01,2016,8,August,1106.668
Ohio,2016-09-01,2016,9,September,97.684
Ohio,2016-10-01,2016,10,October,480.584
Ohio,2016-11-01,2016,11,November,893.524
Ohio,2016-12-01,2016,12,December,7753.754
Ohio,2017-01-01,2017,1,January,330.164
Ohio,2017-02-01,2017,2,February,188.176
Ohio,2017-03-01,2017,3,March,800.357
Ohio,2017-04-01,2017,4,April,1006.016
Ohio,2017-05-01,2017,5,May,3323.405
Ohio,2017-06-01,2017,6,June,0.0
Ohio,2017-07-01,2017,7,July,1879.776
Ohio,2017-08-01,2017,8,August,1056.634
Ohio,2017-09-01,2017,9,September,1986.822
Ohio,2017-10-01,2017,10,October,927.456
Ohio,2017-11-01,2017,11,November,10642.839
Ohio,2017-12-01,2017,12,December,1993.437
Ohio,2018-01-01,2018,1,January,242.87
Ohio,2018-02-01,2018,2,February,2046.932
Ohio,2018-03-01,2018,3,March,779.009
Ohio,2018-04-01,2018,4,April,1251.7399999999998
Ohio,2018-05-01,2018,5,May,505.331
Ohio,2018-06-01,2018,6,June,1844.1
Ohio,2018-07-01,2018,7,July,3437.14
Ohio,2018-08-01,2018,8,August,703.0300000000001
Ohio,2018-09-01,2018,9,September,2865.638
Ohio,2018-10-01,2018,10,October,1167.508
Ohio,2018-11-01,2018,11,November,4523.492
Ohio,2018-12-01,2018,12,December,2005.97
Oklahoma,2015-06-01,2015,6,June,475.41999999999996
Oklahoma,2015-07-01,2015,7,July,0.0
Oklahoma,2015-08-01,2015,8,August,0.0
Oklahoma,2015-09-01,2015,9,September,1683.97
Oklahoma,2015-10-01,2015,10,October,0.0
Oklahoma,2015-11-01,2015,11,November,0.0
Oklahoma,2015-12-01,2015,12,December,479.96
Oklahoma,2016-01-01,2016,1,January,0.0
Oklahoma,2016-02-01,2016,2,February,0.0
Oklahoma,2016-03-01,2016,3,March,0.0
Oklahoma,2016-04-01,2016,4,April,0.0
Oklahoma,2016-05-01,2016,5,May,0.0
Oklahoma,2016-06-01,2016,6,June,0.0
Oklahoma,2016-07-01,2016,7,July,0.0
Oklahoma,2016-08-01,2016,8,August,0.0
Oklahoma,2016-09-01,2016,9,September,836.8800000000001
Oklahoma,2016-10-01,2016,10,October,0.0
Oklahoma,2016-11-01,2016,11,November,1971.46
Oklahoma,2016-12-01,2016,12,December,0.0
Oklahoma,2017-01-01,2017,1,January,1604.73
Oklahoma,2017-02-01,2017,2,February,69.93
Oklahoma,2017-03-01,2017,3,March,1287.45
Oklahoma,2017-04-01,2017,4,April,0.0
Oklahoma,2017-05-01,2017,5,May,0.0
Oklahoma,2017-06-01,2017,6,June,64.59
Oklahoma,2017-07-01,2017,7,July,0.0
Oklahoma,2017-08-01,2017,8,August,411.20000000000005
Oklahoma,2017-09-01,2017,9,September,12.86
Oklahoma,2017-10-01,2017,10,October,1823.38
Oklahoma,2017-11-01,2017,11,November,2671.77
Oklahoma,2017-12-01,2017,12,December,63.88
Oklahoma,2018-01-01,2018,1,January,0.0
Oklahoma,2018-02-01,2018,2,February,19.669999999999998
Oklahoma,2018-03-01,2018,3,March,2131.7400000000002
Oklahoma,2018-04-01,2018,4,April,0.0
Oklahoma,2018-05-01,2018,5,May,477.3
Oklahoma,2018-06-01,2018,6,June,0.0
Oklahoma,2018-07-01,2018,7,July,935.74
Oklahoma,2018-08-01,2018,8,August,0.0
Oklahoma,2018-09-01,2018,9,September,291.96
Oklahoma,2018-10-01,2018,10,October,2320.54
Oklahoma,2018-11-01,2018,11,November,38.16
Oklahoma,2018-12-01,2018,12,December,10.8
Oregon,2015-01-01,2015,1,January,64.864
Oregon,2015-02-01,2015,2,February,55.672
Oregon,2015-03-01,2015,3,March,0.0
Oregon,2015-04-01,2015,4,April,0.0
Oregon,2015-05-01,2015,5,May,0.0
Oregon,2015-06-01,2015,6,June,344.91999999999996
Oregon,2015-07-01,2015,7,July,0.0
Oregon,2015-08-01,2015,8,August,0.0
Oregon,2015-09-01,2015,9,September,1827.0610000000001
Oregon,2015-10-01,2015,10,October,0.0
Oregon,2015-11-01,2015,11,November,1773.88
Oregon,2015-12-01,2015,12,December,594.698
Oregon,2016-01-01,2016,1,January,0.0
Oregon,2016-02-01,2016,2,February,0.0
Oregon,2016-03-01,2016,3,March,29.304
Oregon,2016-04-01,2016,4,April,35.208
Oregon,2016-05-01,2016,5,May,5.248
Oregon,2016-06-01,2016,6,June,0.0
Oregon,2016-07-01,2016,7,July,0.0
Oregon,2016-08-01,2016,8,August,996.4359999999999
Oregon,2016-09-01,2016,9,September,422.426
Oregon,2016-10-01,2016,10,October,2209.603
Oregon,2016-11-01,2016,11,November,267.74399999999997
Oregon,2016-12-01,2016,12,December,319.968
Oregon,2017-01-01,2017,1,January,0.0
Oregon,2017-02-01,2017,2,February,0.0
Oregon,2017-03-01,2017,3,March,535.877
Oregon,2017-04-01,2017,4,April,0.0
Oregon,2017-05-01,2017,5,May,0.0
Oregon,2017-06-01,2017,6,June,0.0
Oregon,2017-07-01,2017,7,July,335.8
Oregon,2017-08-01,2017,8,August,26.352
Oregon,2017-09-01,2017,9,September,924.2700000000001
Oregon,2017-10-01,2017,10,October,0.0
Oregon,2017-11-01,2017,11,November,1869.1009999999999
Oregon,2017-12-01,2017,12,December,1759.4370000000001
Oregon,2018-01-01,2018,1,January,0.0
Oregon,2018-02-01,2018,2,February,0.0
Oregon,2018-03-01,2018,3,March,0.0
Oregon,2018-04-01,2018,4,April,0.0
Oregon,2018-05-01,2018,5,May,550.448
Oregon,2018-06-01,2018,6,June,87.688
Oregon,2018-07-01,2018,7,July,1.08
Oregon,2018-08-01,2018,8,August,6.208
Oregon,2018-09-01,2018,9,September,1147.814
Oregon,2018-10-01,2018,10,October,1063.9070000000002
Oregon,2018-11-01,2018,11,November,29.448000000000004
Pennsylvania,2015-01-01,2015,1,January,381.46000000000004
Pennsylvania,2015-02-01,2015,2,February,0.0
Pennsylvania,2015-03-01,2015,3,March,127.476
Pennsylvania,2015-04-01,2015,4,April,960.01
Pennsylvania,2015-05-01,2015,5,May,2251.893
Pennsylvania,2015-06-01,2015,6,June,3218.118
Pennsylvania,2015-07-01,2015,7,July,352.244
Pennsylvania,2015-08-01,2015,8,August,858.7719999999999
Pennsylvania,2015-09-01,2015,9,September,3759.582
Pennsylvania,2015-10-01,2015,10,October,1001.122
Pennsylvania,2015-11-01,2015,11,November,3830.717
Pennsylvania,2015-12-01,2015,12,December,3350.13
Pennsylvania,2016-01-01,2016,1,January,0.0
Pennsylvania,2016-02-01,2016,2,February,97.691
Pennsylvania,2016-03-01,2016,3,March,693.11
Pennsylvania,2016-04-01,2016,4,April,1692.54
Pennsylvania,2016-05-01,2016,5,May,1705.236
Pennsylvania,2016-06-01,2016,6,June,628.912
Pennsylvania,2016-07-01,2016,7,July,1503.74
Pennsylvania,2016-08-01,2016,8,August,2545.704
Pennsylvania,2016-09-01,2016,9,September,5902.135
Pennsylvania,2016-10-01,2016,10,October,100.688
Pennsylvania,2016-11-01,2016,11,November,3426.7509999999997
Pennsylvania,2016-12-01,2016,12,December,2203.941
Pennsylvania,2017-01-01,2017,1,January,109.252
Pennsylvania,2017-02-01,2017,2,February,57.576
Pennsylvania,2017-03-01,2017,3,March,3634.4379999999996
Pennsylvania,2017-04-01,2017,4,April,1096.232
Pennsylvania,2017-05-01,2017,5,May,9507.088
Pennsylvania,2017-06-01,2017,6,June,2284.986
Pennsylvania,2017-07-01,2017,7,July,3180.017
Pennsylvania,2017-08-01,2017,8,August,2615.112
Pennsylvania,2017-09-01,2017,9,September,3419.098
Pennsylvania,2017-10-01,2017,10,October,849.731
Pennsylvania,2017-11-01,2017,11,November,3830.67
Pennsylvania,2017-12-01,2017,12,December,2412.172
Pennsylvania,2018-01-01,2018,1,January,3608.338
Pennsylvania,2018-02-01,2018,2,February,1448.676
Pennsylvania,2018-03-01,2018,3,March,1162.4750000000001
Pennsylvania,2018-04-01,2018,4,April,1976.422
Pennsylvania,2018-05-01,2018,5,May,1138.6399999999999
Pennsylvania,2018-06-01,2018,6,June,1319.307
Pennsylvania,2018-07-01,2018,7,July,3194.5
Pennsylvania,2018-08-01,2018,8,August,7822.83
Pennsylvania,2018-09-01,2018,9,September,9018.123
Pennsylvania,2018-10-01,2018,10,October,1873.304
Pennsylvania,2018-11-01,2018,11,November,7158.675
Pennsylvania,2018-12-01,2018,12,December,2967.016
Rhode Island,2015-10-01,2015,10,October,2116.5060000000003
Rhode Island,2015-11-01,2015,11,November,52.96
Rhode Island,2015-12-01,2015,12,December,2846.22
Rhode Island,2016-01-01,2016,1,January,0.0
Rhode Island,2016-02-01,2016,2,February,599.9
Rhode Island,2016-03-01,2016,3,March,0.0
Rhode Island,2016-04-01,2016,4,April,0.0
Rhode Island,2016-05-01,2016,5,May,51.45
Rhode Island,2016-06-01,2016,6,June,0.0
Rhode Island,2016-07-01,2016,7,July,0.0
Rhode Island,2016-08-01,2016,8,August,448.21
Rhode Island,2016-09-01,2016,9,September,0.0
Rhode Island,2016-10-01,2016,10,October,0.0
Rhode Island,2016-11-01,2016,11,November,0.0
Rhode Island,2016-12-01,2016,12,December,0.0
Rhode Island,2017-01-01,2017,1,January,0.0
Rhode Island,2017-02-01,2017,2,February,0.0
Rhode Island,2017-03-01,2017,3,March,0.0
Rhode Island,2017-04-01,2017,4,April,0.0
Rhode Island,2017-05-01,2017,5,May,111.96
Rhode Island,2017-06-01,2017,6,June,14.9
Rhode Island,2017-07-01,2017,7,July,12.96
Rhode Island,2017-08-01,2017,8,August,0.0
Rhode Island,2017-09-01,2017,9,September,2614.6400000000003
Rhode Island,2017-10-01,2017,10,October,5549.41
Rhode Island,2017-11-01,2017,11,November,0.0
Rhode Island,2017-12-01,2017,12,December,4781.7300000000005
Rhode Island,2018-01-01,2018,1,January,0.0
Rhode Island,2018-02-01,2018,2,February,0.0
Rhode Island,2018-03-01,2018,3,March,0.0
Rhode Island,2018-04-01,2018,4,April,139.64000000000001
Rhode Island,2018-05-01,2018,5,May,0.0
Rhode Island,2018-06-01,2018,6,June,0.0
Rhode Island,2018-07-01,2018,7,July,252.0
Rhode Island,2018-08-01,2018,8,August,0.0
Rhode Island,2018-09-01,2018,9,September,148.0
Rhode Island,2018-10-01,2018,10,October,1275.66
Rhode Island,2018-11-01,2018,11,November,0.0
Rhode Island,2018-12-01,2018,12,December,1508.88
South Carolina,2015-01-01,2015,1,January,545.94
South Carolina,2015-02-01,2015,2,February,0.0
South Carolina,2015-03-01,2015,3,March,354.9
South Carolina,2015-04-01,2015,4,April,752.9200000000001
South Carolina,2015-05-01,2015,5,May,0.0
South Carolina,2015-06-01,2015,6,June,0.0
South Carolina,2015-07-01,2015,7,July,0.0
South Carolina,2015-08-01,2015,8,August,62.91
South Carolina,2015-09-01,2015,9,September,0.0
South Carolina,2015-10-01,2015,10,October,11.85
South Carolina,2015-11-01,2015,11,November,542.34
South Carolina,2015-12-01,2015,12,December,0.0
South Carolina,2016-01-01,2016,1,January,0.0
South Carolina,2016-02-01,2016,2,February,0.0
South Carolina,2016-03-01,2016,3,March,59.480000000000004
South Carolina,2016-04-01,2016,4,April,0.0
South Carolina,2016-05-01,2016,5,May,186.69
South Carolina,2016-06-01,2016,6,June,0.0
South Carolina,2016-07-01,2016,7,July,0.0
South Carolina,2016-08-01,2016,8,August,0.0
South Carolina,2016-09-01,2016,9,September,3901.45
South Carolina,2016-10-01,2016,10,October,0.0
South Carolina,2016-11-01,2016,11,November,0.0
South Carolina,2016-12-01,2016,12,December,0.0
South Carolina,2017-01-01,2017,1,January,0.0
South Carolina,2017-02-01,2017,2,February,0.0
South Carolina,2017-03-01,2017,3,March,0.0
South Carolina,2017-04-01,2017,4,April,0.0
South Carolina,2017-05-01,2017,5,May,0.0
South Carolina,2017-06-01,2017,6,June,191.88
South Carolina,2017-07-01,2017,7,July,284.68
South Carolina,2017-08-01,2017,8,August,0.0
South Carolina,2017-09-01,2017,9,September,25.92
South Carolina,2017-10-01,2017,10,October,0.0
South Carolina,2017-11-01,2017,11,November,0.0
South Carolina,2017-12-01,2017,12,December,0.0
South Carolina,2018-01-01,2018,1,January,0.0
South Carolina,2018-02-01,2018,2,February,0.0
South Carolina,2018-03-01,2018,3,March,0.0
South Carolina,2018-04-01,2018,4,April,127.95
South Carolina,2018-05-01,2018,5,May,301.96
South Carolina,2018-06-01,2018,6,June,0.0
South Carolina,2018-07-01,2018,7,July,0.0
South Carolina,2018-08-01,2018,8,August,0.0
South Carolina,2018-09-01,2018,9,September,685.26
South Carolina,2018-10-01,2018,10,October,0.0
South Carolina,2018-11-01,2018,11,November,406.93999999999994
South Carolina,2018-12-01,2018,12,December,38.64
South Dakota,2015-01-01,2015,1,January,152.64000000000001
South Dakota,2015-02-01,2015,2,February,0.0
South Dakota,2015-03-01,2015,3,March,0.0
South Dakota,2015-04-01,2015,4,April,0.0
South Dakota,2015-05-01,2015,5,May,0.0
South Dakota,2015-06-01,2015,6,June,0.0
South Dakota,2015-07-01,2015,7,July,9.51
South Dakota,2015-08-01,2015,8,August,0.0
South Dakota,2015-09-01,2015,9,September,0.0
South Dakota,2015-10-01,2015,10,October,0.0
South Dakota,2015-11-01,2015,11,November,0.0
South Dakota,2015-12-01,2015,12,December,0.0
South Dakota,2016-01-01,2016,1,January,0.0
South Dakota,2016-02-01,2016,2,February,0.0
South Dakota,2016-03-01,2016,3,March,0.0
South Dakota,2016-04-01,2016,4,April,0.0
South Dakota,2016-05-01,2016,5,May,0.0
South Dakota,2016-06-01,2016,6,June,0.0
South Dakota,2016-07-01,2016,7,July,0.0
South Dakota,2016-08-01,2016,8,August,0.0
South Dakota,2016-09-01,2016,9,September,0.0
South Dakota,2016-10-01,2016,10,October,0.0
South Dakota,2016-11-01,2016,11,November,0.0
South Dakota,2016-12-01,2016,12,December,0.0
South Dakota,2017-01-01,2017,1,January,0.0
South Dakota,2017-02-01,2017,2,February,0.0
South Dakota,2017-03-01,2017,3,March,0.0
South Dakota,2017-04-01,2017,4,April,0.0
South Dakota,2017-05-01,2017,5,May,0.0
South Dakota,2017-06-01,2017,6,June,0.0
South Dakota,2017-07-01,2017,7,July,0.0
South Dakota,2017-08-01,2017,8,August,0.0
South Dakota,2017-09-01,2017,9,September,0.0
South Dakota,2017-10-01,2017,10,October,0.0
South Dakota,2017-11-01,2017,11,November,0.0
South Dakota,2017-12-01,2017,12,December,0.0
South Dakota,2018-01-01,2018,1,January,0.0
South Dakota,2018-02-01,2018,2,February,0.0
South Dakota,2018-03-01,2018,3,March,0.0
South Dakota,2018-04-01,2018,4,April,0.0
South Dakota,2018-05-01,2018,5,May,0.0
South Dakota,2018-06-01,2018,6,June,0.0
South Dakota,2018-07-01,2018,7,July,1127.91
South Dakota,2018-08-01,2018,8,August,0.0
South Dakota,2018-09-01,2018,9,September,0.0
South Dakota,2018-10-01,2018,10,October,0.0
South Dakota,2018-11-01,2018,11,November,25.5
Tennessee,2015-01-01,2015,1,January,67.194
Tennessee,2015-02-01,2015,2,February,0.0
Tennessee,2015-03-01,2015,3,March,310.528
Tennessee,2015-04-01,2015,4,April,661.5039999999999
Tennessee,2015-05-01,2015,5,May,0.0
Tennessee,2015-06-01,2015,6,June,170.352
Tennessee,2015-07-01,2015,7,July,4.368
Tennessee,2015-08-01,2015,8,August,0.0
Tennessee,2015-09-01,2015,9,September,69.216
Tennessee,2015-10-01,2015,10,October,426.942
Tennessee,2015-11-01,2015,11,November,509.52
Tennessee,2015-12-01,2015,12,December,831.8879999999999
Tennessee,2016-01-01,2016,1,January,88.96
Tennessee,2016-02-01,2016,2,February,551.264
Tennessee,2016-03-01,2016,3,March,0.0
Tennessee,2016-04-01,2016,4,April,1159.554
Tennessee,2016-05-01,2016,5,May,467.04
